year,month,date_of_month,day_of_week,births,date
2002,1,1,2,7927,1/1/2002
2002,1,2,3,10723,1/2/2002
2002,1,3,4,12465,1/3/2002
2002,1,4,5,12671,1/4/2002
2002,1,5,6,8902,1/5/2002
2002,1,6,7,7647,1/6/2002
2002,1,7,1,11548,1/7/2002
2002,1,8,2,12515,1/8/2002
2002,1,9,3,11654,1/9/2002
2002,1,10,4,12596,1/10/2002
2002,1,11,5,12276,1/11/2002
2002,1,12,6,8591,1/12/2002
2002,1,13,7,7471,1/13/2002
2002,1,14,1,11530,1/14/2002
2002,1,15,2,12369,1/15/2002
2002,1,16,3,11996,1/16/2002
2002,1,17,4,12412,1/17/2002
2002,1,18,5,12251,1/18/2002
2002,1,19,6,8434,1/19/2002
2002,1,20,7,7462,1/20/2002
2002,1,21,1,10921,1/21/2002
2002,1,22,2,12361,1/22/2002
2002,1,23,3,12252,1/23/2002
2002,1,24,4,12549,1/24/2002
2002,1,25,5,12069,1/25/2002
2002,1,26,6,8530,1/26/2002
2002,1,27,7,7510,1/27/2002
2002,1,28,1,11354,1/28/2002
2002,1,29,2,12215,1/29/2002
2002,1,30,3,12146,1/30/2002
2002,1,31,4,12125,1/31/2002
2002,2,1,5,12130,2/1/2002
2002,2,2,6,9021,2/2/2002
2002,2,3,7,7442,2/3/2002
2002,2,4,1,11412,2/4/2002
2002,2,5,2,12488,2/5/2002
2002,2,6,3,12210,2/6/2002
2002,2,7,4,12418,2/7/2002
2002,2,8,5,12444,2/8/2002
2002,2,9,6,8706,2/9/2002
2002,2,10,7,7569,2/10/2002
2002,2,11,1,11547,2/11/2002
2002,2,12,2,12779,2/12/2002
2002,2,13,3,12069,2/13/2002
2002,2,14,4,13062,2/14/2002
2002,2,15,5,12548,2/15/2002
2002,2,16,6,8710,2/16/2002
2002,2,17,7,7484,2/17/2002
2002,2,18,1,10907,2/18/2002
2002,2,19,2,12262,2/19/2002
2002,2,20,3,12817,2/20/2002
2002,2,21,4,12384,2/21/2002
2002,2,22,5,12667,2/22/2002
2002,2,23,6,8639,2/23/2002
2002,2,24,7,7488,2/24/2002
2002,2,25,1,11547,2/25/2002
2002,2,26,2,12487,2/26/2002
2002,2,27,3,12303,2/27/2002
2002,2,28,4,12370,2/28/2002
2002,3,1,5,12388,3/1/2002
2002,3,2,6,8507,3/2/2002
2002,3,3,7,7624,3/3/2002
2002,3,4,1,11661,3/4/2002
2002,3,5,2,12678,3/5/2002
2002,3,6,3,12372,3/6/2002
2002,3,7,4,12525,3/7/2002
2002,3,8,5,12244,3/8/2002
2002,3,9,6,8606,3/9/2002
2002,3,10,7,7633,3/10/2002
2002,3,11,1,11197,3/11/2002
2002,3,12,2,12667,3/12/2002
2002,3,13,3,12031,3/13/2002
2002,3,14,4,12583,3/14/2002
2002,3,15,5,12472,3/15/2002
2002,3,16,6,8696,3/16/2002
2002,3,17,7,7680,3/17/2002
2002,3,18,1,11621,3/18/2002
2002,3,19,2,12674,3/19/2002
2002,3,20,3,12577,3/20/2002
2002,3,21,4,12502,3/21/2002
2002,3,22,5,12252,3/22/2002
2002,3,23,6,8569,3/23/2002
2002,3,24,7,7419,3/24/2002
2002,3,25,1,11507,3/25/2002
2002,3,26,2,12840,3/26/2002
2002,3,27,3,12568,3/27/2002
2002,3,28,4,12454,3/28/2002
2002,3,29,5,11449,3/29/2002
2002,3,30,6,8270,3/30/2002
2002,3,31,7,7083,3/31/2002
2002,4,1,1,10264,4/1/2002
2002,4,2,2,12884,4/2/2002
2002,4,3,3,12372,4/3/2002
2002,4,4,4,12262,4/4/2002
2002,4,5,5,12006,4/5/2002
2002,4,6,6,8301,4/6/2002
2002,4,7,7,7109,4/7/2002
2002,4,8,1,11706,4/8/2002
2002,4,9,2,12741,4/9/2002
2002,4,10,3,12418,4/10/2002
2002,4,11,4,12236,4/11/2002
2002,4,12,5,12272,4/12/2002
2002,4,13,6,8448,4/13/2002
2002,4,14,7,7578,4/14/2002
2002,4,15,1,11412,4/15/2002
2002,4,16,2,12847,4/16/2002
2002,4,17,3,12575,4/17/2002
2002,4,18,4,12490,4/18/2002
2002,4,19,5,12297,4/19/2002
2002,4,20,6,8224,4/20/2002
2002,4,21,7,7298,4/21/2002
2002,4,22,1,11576,4/22/2002
2002,4,23,2,12457,4/23/2002
2002,4,24,3,12297,4/24/2002
2002,4,25,4,12469,4/25/2002
2002,4,26,5,11917,4/26/2002
2002,4,27,6,8243,4/27/2002
2002,4,28,7,7502,4/28/2002
2002,4,29,1,11422,4/29/2002
2002,4,30,2,12666,4/30/2002
2002,5,1,3,12297,5/1/2002
2002,5,2,4,12405,5/2/2002
2002,5,3,5,12130,5/3/2002
2002,5,4,6,8215,5/4/2002
2002,5,5,7,7447,5/5/2002
2002,5,6,1,11362,5/6/2002
2002,5,7,2,12505,5/7/2002
2002,5,8,3,12334,5/8/2002
2002,5,9,4,12219,5/9/2002
2002,5,10,5,12329,5/10/2002
2002,5,11,6,8329,5/11/2002
2002,5,12,7,7487,5/12/2002
2002,5,13,1,11404,5/13/2002
2002,5,14,2,12909,5/14/2002
2002,5,15,3,12705,5/15/2002
2002,5,16,4,12609,5/16/2002
2002,5,17,5,12218,5/17/2002
2002,5,18,6,8528,5/18/2002
2002,5,19,7,7470,5/19/2002
2002,5,20,1,11788,5/20/2002
2002,5,21,2,12916,5/21/2002
2002,5,22,3,12670,5/22/2002
2002,5,23,4,13123,5/23/2002
2002,5,24,5,12775,5/24/2002
2002,5,25,6,8515,5/25/2002
2002,5,26,7,7282,5/26/2002
2002,5,27,1,7765,5/27/2002
2002,5,28,2,12148,5/28/2002
2002,5,29,3,13436,5/29/2002
2002,5,30,4,12963,5/30/2002
2002,5,31,5,12568,5/31/2002
2002,6,1,6,8547,6/1/2002
2002,6,2,7,7662,6/2/2002
2002,6,3,1,11433,6/3/2002
2002,6,4,2,12616,6/4/2002
2002,6,5,3,12663,6/5/2002
2002,6,6,4,12745,6/6/2002
2002,6,7,5,12280,6/7/2002
2002,6,8,6,8524,6/8/2002
2002,6,9,7,7485,6/9/2002
2002,6,10,1,11863,6/10/2002
2002,6,11,2,12713,6/11/2002
2002,6,12,3,12758,6/12/2002
2002,6,13,4,12457,6/13/2002
2002,6,14,5,12562,6/14/2002
2002,6,15,6,8708,6/15/2002
2002,6,16,7,7685,6/16/2002
2002,6,17,1,11738,6/17/2002
2002,6,18,2,13139,6/18/2002
2002,6,19,3,12598,6/19/2002
2002,6,20,4,12847,6/20/2002
2002,6,21,5,12377,6/21/2002
2002,6,22,6,8676,6/22/2002
2002,6,23,7,7661,6/23/2002
2002,6,24,1,11972,6/24/2002
2002,6,25,2,13425,6/25/2002
2002,6,26,3,13167,6/26/2002
2002,6,27,4,13310,6/27/2002
2002,6,28,5,12996,6/28/2002
2002,6,29,6,8994,6/29/2002
2002,6,30,7,7831,6/30/2002
2002,7,1,1,12584,7/1/2002
2002,7,2,2,14187,7/2/2002
2002,7,3,3,13626,7/3/2002
2002,7,4,4,9481,7/4/2002
2002,7,5,5,11326,7/5/2002
2002,7,6,6,8816,7/6/2002
2002,7,7,7,8080,7/7/2002
2002,7,8,1,12253,7/8/2002
2002,7,9,2,13814,7/9/2002
2002,7,10,3,13264,7/10/2002
2002,7,11,4,13215,7/11/2002
2002,7,12,5,12760,7/12/2002
2002,7,13,6,8896,7/13/2002
2002,7,14,7,7884,7/14/2002
2002,7,15,1,12370,7/15/2002
2002,7,16,2,13606,7/16/2002
2002,7,17,3,13396,7/17/2002
2002,7,18,4,13395,7/18/2002
2002,7,19,5,12900,7/19/2002
2002,7,20,6,8799,7/20/2002
2002,7,21,7,7954,7/21/2002
2002,7,22,1,12194,7/22/2002
2002,7,23,2,13630,7/23/2002
2002,7,24,3,13231,7/24/2002
2002,7,25,4,13345,7/25/2002
2002,7,26,5,12914,7/26/2002
2002,7,27,6,9073,7/27/2002
2002,7,28,7,7915,7/28/2002
2002,7,29,1,12148,7/29/2002
2002,7,30,2,13593,7/30/2002
2002,7,31,3,13311,7/31/2002
2002,8,1,4,13267,8/1/2002
2002,8,2,5,13127,8/2/2002
2002,8,3,6,8963,8/3/2002
2002,8,4,7,7833,8/4/2002
2002,8,5,1,12191,8/5/2002
2002,8,6,2,13407,8/6/2002
2002,8,7,3,13035,8/7/2002
2002,8,8,4,13420,8/8/2002
2002,8,9,5,12893,8/9/2002
2002,8,10,6,9078,8/10/2002
2002,8,11,7,7970,8/11/2002
2002,8,12,1,12311,8/12/2002
2002,8,13,2,13603,8/13/2002
2002,8,14,3,13302,8/14/2002
2002,8,15,4,13551,8/15/2002
2002,8,16,5,13132,8/16/2002
2002,8,17,6,9298,8/17/2002
2002,8,18,7,7925,8/18/2002
2002,8,19,1,12299,8/19/2002
2002,8,20,2,13820,8/20/2002
2002,8,21,3,13356,8/21/2002
2002,8,22,4,13232,8/22/2002
2002,8,23,5,13133,8/23/2002
2002,8,24,6,9086,8/24/2002
2002,8,25,7,7961,8/25/2002
2002,8,26,1,12182,8/26/2002
2002,8,27,2,13788,8/27/2002
2002,8,28,3,13398,8/28/2002
2002,8,29,4,13426,8/29/2002
2002,8,30,5,13300,8/30/2002
2002,8,31,6,9122,8/31/2002
2002,9,1,7,7947,9/1/2002
2002,9,2,1,8297,9/2/2002
2002,9,3,2,12613,9/3/2002
2002,9,4,3,13969,9/4/2002
2002,9,5,4,14021,9/5/2002
2002,9,6,5,13680,9/6/2002
2002,9,7,6,9354,9/7/2002
2002,9,8,7,8077,9/8/2002
2002,9,9,1,12875,9/9/2002
2002,9,10,2,13940,9/10/2002
2002,9,11,3,12655,9/11/2002
2002,9,12,4,14247,9/12/2002
2002,9,13,5,13028,9/13/2002
2002,9,14,6,9388,9/14/2002
2002,9,15,7,8433,9/15/2002
2002,9,16,1,12793,9/16/2002
2002,9,17,2,14241,9/17/2002
2002,9,18,3,13953,9/18/2002
2002,9,19,4,13899,9/19/2002
2002,9,20,5,13721,9/20/2002
2002,9,21,6,9613,9/21/2002
2002,9,22,7,8222,9/22/2002
2002,9,23,1,12795,9/23/2002
2002,9,24,2,14205,9/24/2002
2002,9,25,3,13518,9/25/2002
2002,9,26,4,13469,9/26/2002
2002,9,27,5,13298,9/27/2002
2002,9,28,6,9250,9/28/2002
2002,9,29,7,7968,9/29/2002
2002,9,30,1,12232,9/30/2002
2002,10,1,2,13625,10/1/2002
2002,10,2,3,13512,10/2/2002
2002,10,3,4,13044,10/3/2002
2002,10,4,5,12814,10/4/2002
2002,10,5,6,8922,10/5/2002
2002,10,6,7,7801,10/6/2002
2002,10,7,1,11970,10/7/2002
2002,10,8,2,13066,10/8/2002
2002,10,9,3,12658,10/9/2002
2002,10,10,4,12684,10/10/2002
2002,10,11,5,12467,10/11/2002
2002,10,12,6,8451,10/12/2002
2002,10,13,7,7416,10/13/2002
2002,10,14,1,11559,10/14/2002
2002,10,15,2,12788,10/15/2002
2002,10,16,3,12642,10/16/2002
2002,10,17,4,12507,10/17/2002
2002,10,18,5,12197,10/18/2002
2002,10,19,6,8534,10/19/2002
2002,10,20,7,7405,10/20/2002
2002,10,21,1,11690,10/21/2002
2002,10,22,2,13214,10/22/2002
2002,10,23,3,12656,10/23/2002
2002,10,24,4,12679,10/24/2002
2002,10,25,5,12523,10/25/2002
2002,10,26,6,8414,10/26/2002
2002,10,27,7,7690,10/27/2002
2002,10,28,1,11853,10/28/2002
2002,10,29,2,12833,10/29/2002
2002,10,30,3,12274,10/30/2002
2002,10,31,4,10850,10/31/2002
2002,11,1,5,12591,11/1/2002
2002,11,2,6,8561,11/2/2002
2002,11,3,7,7502,11/3/2002
2002,11,4,1,11761,11/4/2002
2002,11,5,2,12906,11/5/2002
2002,11,6,3,12602,11/6/2002
2002,11,7,4,12653,11/7/2002
2002,11,8,5,12472,11/8/2002
2002,11,9,6,8615,11/9/2002
2002,11,10,7,7691,11/10/2002
2002,11,11,1,11509,11/11/2002
2002,11,12,2,12725,11/12/2002
2002,11,13,3,12097,11/13/2002
2002,11,14,4,12485,11/14/2002
2002,11,15,5,12273,11/15/2002
2002,11,16,6,8295,11/16/2002
2002,11,17,7,7353,11/17/2002
2002,11,18,1,11790,11/18/2002
2002,11,19,2,12716,11/19/2002
2002,11,20,3,12574,11/20/2002
2002,11,21,4,12716,11/21/2002
2002,11,22,5,12978,11/22/2002
2002,11,23,6,8581,11/23/2002
2002,11,24,7,7650,11/24/2002
2002,11,25,1,12470,11/25/2002
2002,11,26,2,13377,11/26/2002
2002,11,27,3,11544,11/27/2002
2002,11,28,4,7392,11/28/2002
2002,11,29,5,9341,11/29/2002
2002,11,30,6,8159,11/30/2002
2002,12,1,7,7402,12/1/2002
2002,12,2,1,11929,12/2/2002
2002,12,3,2,13314,12/3/2002
2002,12,4,3,12684,12/4/2002
2002,12,5,4,12596,12/5/2002
2002,12,6,5,11775,12/6/2002
2002,12,7,6,8513,12/7/2002
2002,12,8,7,7339,12/8/2002
2002,12,9,1,11547,12/9/2002
2002,12,10,2,12867,12/10/2002
2002,12,11,3,12632,12/11/2002
2002,12,12,4,12850,12/12/2002
2002,12,13,5,11600,12/13/2002
2002,12,14,6,8420,12/14/2002
2002,12,15,7,7516,12/15/2002
2002,12,16,1,12344,12/16/2002
2002,12,17,2,13454,12/17/2002
2002,12,18,3,13580,12/18/2002
2002,12,19,4,13665,12/19/2002
2002,12,20,5,14015,12/20/2002
2002,12,21,6,9092,12/21/2002
2002,12,22,7,7607,12/22/2002
2002,12,23,1,11396,12/23/2002
2002,12,24,2,9131,12/24/2002
2002,12,25,3,6774,12/25/2002
2002,12,26,4,11242,12/26/2002
2002,12,27,5,13650,12/27/2002
2002,12,28,6,9114,12/28/2002
2002,12,29,7,8035,12/29/2002
2002,12,30,1,13158,12/30/2002
2002,12,31,2,12582,12/31/2002
2003,1,1,3,7908,1/1/2003
2003,1,2,4,11124,1/2/2003
2003,1,3,5,12252,1/3/2003
2003,1,4,6,8519,1/4/2003
2003,1,5,7,7495,1/5/2003
2003,1,6,1,11364,1/6/2003
2003,1,7,2,12657,1/7/2003
2003,1,8,3,12167,1/8/2003
2003,1,9,4,12081,1/9/2003
2003,1,10,5,12517,1/10/2003
2003,1,11,6,8471,1/11/2003
2003,1,12,7,7297,1/12/2003
2003,1,13,1,11197,1/13/2003
2003,1,14,2,12918,1/14/2003
2003,1,15,3,12140,1/15/2003
2003,1,16,4,12136,1/16/2003
2003,1,17,5,12110,1/17/2003
2003,1,18,6,8431,1/18/2003
2003,1,19,7,7498,1/19/2003
2003,1,20,1,11045,1/20/2003
2003,1,21,2,12288,1/21/2003
2003,1,22,3,12097,1/22/2003
2003,1,23,4,12185,1/23/2003
2003,1,24,5,12107,1/24/2003
2003,1,25,6,8379,1/25/2003
2003,1,26,7,7389,1/26/2003
2003,1,27,1,11418,1/27/2003
2003,1,28,2,12595,1/28/2003
2003,1,29,3,12100,1/29/2003
2003,1,30,4,12289,1/30/2003
2003,1,31,5,11989,1/31/2003
2003,2,1,6,8667,2/1/2003
2003,2,2,7,7685,2/2/2003
2003,2,3,1,11498,2/3/2003
2003,2,4,2,12566,2/4/2003
2003,2,5,3,12011,2/5/2003
2003,2,6,4,12352,2/6/2003
2003,2,7,5,12381,2/7/2003
2003,2,8,6,8573,2/8/2003
2003,2,9,7,7482,2/9/2003
2003,2,10,1,11996,2/10/2003
2003,2,11,2,12961,2/11/2003
2003,2,12,3,12595,2/12/2003
2003,2,13,4,12340,2/13/2003
2003,2,14,5,13051,2/14/2003
2003,2,15,6,8850,2/15/2003
2003,2,16,7,7669,2/16/2003
2003,2,17,1,10707,2/17/2003
2003,2,18,2,12637,2/18/2003
2003,2,19,3,12626,2/19/2003
2003,2,20,4,12545,2/20/2003
2003,2,21,5,12689,2/21/2003
2003,2,22,6,8883,2/22/2003
2003,2,23,7,7723,2/23/2003
2003,2,24,1,11874,2/24/2003
2003,2,25,2,12882,2/25/2003
2003,2,26,3,12356,2/26/2003
2003,2,27,4,12657,2/27/2003
2003,2,28,5,12533,2/28/2003
2003,3,1,6,8587,3/1/2003
2003,3,2,7,7545,3/2/2003
2003,3,3,1,12774,3/3/2003
2003,3,4,2,12871,3/4/2003
2003,3,5,3,12483,3/5/2003
2003,3,6,4,12604,3/6/2003
2003,3,7,5,12503,3/7/2003
2003,3,8,6,8649,3/8/2003
2003,3,9,7,7387,3/9/2003
2003,3,10,1,11671,3/10/2003
2003,3,11,2,12935,3/11/2003
2003,3,12,3,12520,3/12/2003
2003,3,13,4,12333,3/13/2003
2003,3,14,5,12770,3/14/2003
2003,3,15,6,8601,3/15/2003
2003,3,16,7,7472,3/16/2003
2003,3,17,1,11990,3/17/2003
2003,3,18,2,12960,3/18/2003
2003,3,19,3,12587,3/19/2003
2003,3,20,4,12755,3/20/2003
2003,3,21,5,12653,3/21/2003
2003,3,22,6,8488,3/22/2003
2003,3,23,7,7420,3/23/2003
2003,3,24,1,11654,3/24/2003
2003,3,25,2,13054,3/25/2003
2003,3,26,3,12549,3/26/2003
2003,3,27,4,12601,3/27/2003
2003,3,28,5,12493,3/28/2003
2003,3,29,6,8691,3/29/2003
2003,3,30,7,7493,3/30/2003
2003,3,31,1,11481,3/31/2003
2003,4,1,2,12000,4/1/2003
2003,4,2,3,12994,4/2/2003
2003,4,3,4,12599,4/3/2003
2003,4,4,5,12669,4/4/2003
2003,4,5,6,8440,4/5/2003
2003,4,6,7,7265,4/6/2003
2003,4,7,1,11750,4/7/2003
2003,4,8,2,13020,4/8/2003
2003,4,9,3,12397,4/9/2003
2003,4,10,4,12689,4/10/2003
2003,4,11,5,12397,4/11/2003
2003,4,12,6,8517,4/12/2003
2003,4,13,7,7234,4/13/2003
2003,4,14,1,11800,4/14/2003
2003,4,15,2,13055,4/15/2003
2003,4,16,3,12947,4/16/2003
2003,4,17,4,12926,4/17/2003
2003,4,18,5,11680,4/18/2003
2003,4,19,6,8155,4/19/2003
2003,4,20,7,7155,4/20/2003
2003,4,21,1,11465,4/21/2003
2003,4,22,2,12696,4/22/2003
2003,4,23,3,12616,4/23/2003
2003,4,24,4,12530,4/24/2003
2003,4,25,5,12255,4/25/2003
2003,4,26,6,8343,4/26/2003
2003,4,27,7,7453,4/27/2003
2003,4,28,1,11666,4/28/2003
2003,4,29,2,12672,4/29/2003
2003,4,30,3,12306,4/30/2003
2003,5,1,4,12727,5/1/2003
2003,5,2,5,12549,5/2/2003
2003,5,3,6,8488,5/3/2003
2003,5,4,7,7551,5/4/2003
2003,5,5,1,12001,5/5/2003
2003,5,6,2,13165,5/6/2003
2003,5,7,3,12667,5/7/2003
2003,5,8,4,12902,5/8/2003
2003,5,9,5,12710,5/9/2003
2003,5,10,6,8706,5/10/2003
2003,5,11,7,7576,5/11/2003
2003,5,12,1,12118,5/12/2003
2003,5,13,2,12685,5/13/2003
2003,5,14,3,12833,5/14/2003
2003,5,15,4,13074,5/15/2003
2003,5,16,5,12840,5/16/2003
2003,5,17,6,8687,5/17/2003
2003,5,18,7,7606,5/18/2003
2003,5,19,1,12035,5/19/2003
2003,5,20,2,13239,5/20/2003
2003,5,21,3,13380,5/21/2003
2003,5,22,4,13393,5/22/2003
2003,5,23,5,13176,5/23/2003
2003,5,24,6,8769,5/24/2003
2003,5,25,7,7690,5/25/2003
2003,5,26,1,7933,5/26/2003
2003,5,27,2,12390,5/27/2003
2003,5,28,3,13854,5/28/2003
2003,5,29,4,13497,5/29/2003
2003,5,30,5,13224,5/30/2003
2003,5,31,6,8850,5/31/2003
2003,6,1,7,7650,6/1/2003
2003,6,2,1,12041,6/2/2003
2003,6,3,2,13090,6/3/2003
2003,6,4,3,12853,6/4/2003
2003,6,5,4,12850,6/5/2003
2003,6,6,5,12869,6/6/2003
2003,6,7,6,8670,6/7/2003
2003,6,8,7,7606,6/8/2003
2003,6,9,1,11917,6/9/2003
2003,6,10,2,13326,6/10/2003
2003,6,11,3,13154,6/11/2003
2003,6,12,4,13092,6/12/2003
2003,6,13,5,12013,6/13/2003
2003,6,14,6,8696,6/14/2003
2003,6,15,7,7680,6/15/2003
2003,6,16,1,12388,6/16/2003
2003,6,17,2,13443,6/17/2003
2003,6,18,3,13082,6/18/2003
2003,6,19,4,12975,6/19/2003
2003,6,20,5,12693,6/20/2003
2003,6,21,6,8734,6/21/2003
2003,6,22,7,7742,6/22/2003
2003,6,23,1,12236,6/23/2003
2003,6,24,2,13578,6/24/2003
2003,6,25,3,13468,6/25/2003
2003,6,26,4,13330,6/26/2003
2003,6,27,5,12862,6/27/2003
2003,6,28,6,8862,6/28/2003
2003,6,29,7,7723,6/29/2003
2003,6,30,1,12261,6/30/2003
2003,7,1,2,13930,7/1/2003
2003,7,2,3,13823,7/2/2003
2003,7,3,4,13487,7/3/2003
2003,7,4,5,9504,7/4/2003
2003,7,5,6,8269,7/5/2003
2003,7,6,7,7871,7/6/2003
2003,7,7,1,12630,7/7/2003
2003,7,8,2,13906,7/8/2003
2003,7,9,3,13508,7/9/2003
2003,7,10,4,13600,7/10/2003
2003,7,11,5,13096,7/11/2003
2003,7,12,6,8908,7/12/2003
2003,7,13,7,7946,7/13/2003
2003,7,14,1,12281,7/14/2003
2003,7,15,2,13711,7/15/2003
2003,7,16,3,13480,7/16/2003
2003,7,17,4,13729,7/17/2003
2003,7,18,5,13225,7/18/2003
2003,7,19,6,8926,7/19/2003
2003,7,20,7,8058,7/20/2003
2003,7,21,1,12419,7/21/2003
2003,7,22,2,13775,7/22/2003
2003,7,23,3,13539,7/23/2003
2003,7,24,4,13569,7/24/2003
2003,7,25,5,12977,7/25/2003
2003,7,26,6,8978,7/26/2003
2003,7,27,7,7830,7/27/2003
2003,7,28,1,12434,7/28/2003
2003,7,29,2,13825,7/29/2003
2003,7,30,3,13557,7/30/2003
2003,7,31,4,13445,7/31/2003
2003,8,1,5,13242,8/1/2003
2003,8,2,6,8882,8/2/2003
2003,8,3,7,7838,8/3/2003
2003,8,4,1,12233,8/4/2003
2003,8,5,2,13735,8/5/2003
2003,8,6,3,13363,8/6/2003
2003,8,7,4,13539,8/7/2003
2003,8,8,5,13352,8/8/2003
2003,8,9,6,9226,8/9/2003
2003,8,10,7,7954,8/10/2003
2003,8,11,1,12282,8/11/2003
2003,8,12,2,13995,8/12/2003
2003,8,13,3,13202,8/13/2003
2003,8,14,4,13391,8/14/2003
2003,8,15,5,13206,8/15/2003
2003,8,16,6,9316,8/16/2003
2003,8,17,7,8181,8/17/2003
2003,8,18,1,12437,8/18/2003
2003,8,19,2,13831,8/19/2003
2003,8,20,3,13464,8/20/2003
2003,8,21,4,13528,8/21/2003
2003,8,22,5,13478,8/22/2003
2003,8,23,6,9240,8/23/2003
2003,8,24,7,7936,8/24/2003
2003,8,25,1,12631,8/25/2003
2003,8,26,2,14008,8/26/2003
2003,8,27,3,13854,8/27/2003
2003,8,28,4,14099,8/28/2003
2003,8,29,5,13769,8/29/2003
2003,8,30,6,9344,8/30/2003
2003,8,31,7,7865,8/31/2003
2003,9,1,1,8164,9/1/2003
2003,9,2,2,12684,9/2/2003
2003,9,3,3,14427,9/3/2003
2003,9,4,4,14161,9/4/2003
2003,9,5,5,13897,9/5/2003
2003,9,6,6,9400,9/6/2003
2003,9,7,7,8188,9/7/2003
2003,9,8,1,12701,9/8/2003
2003,9,9,2,13869,9/9/2003
2003,9,10,3,14180,9/10/2003
2003,9,11,4,13196,9/11/2003
2003,9,12,5,13848,9/12/2003
2003,9,13,6,9574,9/13/2003
2003,9,14,7,8500,9/14/2003
2003,9,15,1,13068,9/15/2003
2003,9,16,2,14399,9/16/2003
2003,9,17,3,14018,9/17/2003
2003,9,18,4,14066,9/18/2003
2003,9,19,5,13560,9/19/2003
2003,9,20,6,9688,9/20/2003
2003,9,21,7,8500,9/21/2003
2003,9,22,1,12987,9/22/2003
2003,9,23,2,14376,9/23/2003
2003,9,24,3,13841,9/24/2003
2003,9,25,4,13865,9/25/2003
2003,9,26,5,13846,9/26/2003
2003,9,27,6,9177,9/27/2003
2003,9,28,7,8206,9/28/2003
2003,9,29,1,12522,9/29/2003
2003,9,30,2,13413,9/30/2003
2003,10,1,3,13398,10/1/2003
2003,10,2,4,13638,10/2/2003
2003,10,3,5,13284,10/3/2003
2003,10,4,6,8983,10/4/2003
2003,10,5,7,7744,10/5/2003
2003,10,6,1,12104,10/6/2003
2003,10,7,2,13523,10/7/2003
2003,10,8,3,13509,10/8/2003
2003,10,9,4,13285,10/9/2003
2003,10,10,5,13306,10/10/2003
2003,10,11,6,8721,10/11/2003
2003,10,12,7,7816,10/12/2003
2003,10,13,1,11455,10/13/2003
2003,10,14,2,13274,10/14/2003
2003,10,15,3,12949,10/15/2003
2003,10,16,4,12711,10/16/2003
2003,10,17,5,12676,10/17/2003
2003,10,18,6,8564,10/18/2003
2003,10,19,7,7561,10/19/2003
2003,10,20,1,12073,10/20/2003
2003,10,21,2,13300,10/21/2003
2003,10,22,3,13054,10/22/2003
2003,10,23,4,12817,10/23/2003
2003,10,24,5,12566,10/24/2003
2003,10,25,6,8568,10/25/2003
2003,10,26,7,7818,10/26/2003
2003,10,27,1,11956,10/27/2003
2003,10,28,2,13426,10/28/2003
2003,10,29,3,12950,10/29/2003
2003,10,30,4,12600,10/30/2003
2003,10,31,5,11005,10/31/2003
2003,11,1,6,8491,11/1/2003
2003,11,2,7,7716,11/2/2003
2003,11,3,1,12443,11/3/2003
2003,11,4,2,13374,11/4/2003
2003,11,5,3,12998,11/5/2003
2003,11,6,4,12801,11/6/2003
2003,11,7,5,12535,11/7/2003
2003,11,8,6,8719,11/8/2003
2003,11,9,7,7481,11/9/2003
2003,11,10,1,12117,11/10/2003
2003,11,11,2,13166,11/11/2003
2003,11,12,3,12680,11/12/2003
2003,11,13,4,12438,11/13/2003
2003,11,14,5,12433,11/14/2003
2003,11,15,6,8309,11/15/2003
2003,11,16,7,7486,11/16/2003
2003,11,17,1,12006,11/17/2003
2003,11,18,2,13330,11/18/2003
2003,11,19,3,12879,11/19/2003
2003,11,20,4,12988,11/20/2003
2003,11,21,5,13036,11/21/2003
2003,11,22,6,8623,11/22/2003
2003,11,23,7,7383,11/23/2003
2003,11,24,1,13035,11/24/2003
2003,11,25,2,13732,11/25/2003
2003,11,26,3,12069,11/26/2003
2003,11,27,4,7340,11/27/2003
2003,11,28,5,9407,11/28/2003
2003,11,29,6,8043,11/29/2003
2003,11,30,7,7330,11/30/2003
2003,12,1,1,12213,12/1/2003
2003,12,2,2,13454,12/2/2003
2003,12,3,3,13199,12/3/2003
2003,12,4,4,12631,12/4/2003
2003,12,5,5,12180,12/5/2003
2003,12,6,6,8247,12/6/2003
2003,12,7,7,7383,12/7/2003
2003,12,8,1,11708,12/8/2003
2003,12,9,2,13001,12/9/2003
2003,12,10,3,12739,12/10/2003
2003,12,11,4,12502,12/11/2003
2003,12,12,5,12484,12/12/2003
2003,12,13,6,8303,12/13/2003
2003,12,14,7,7462,12/14/2003
2003,12,15,1,12319,12/15/2003
2003,12,16,2,13649,12/16/2003
2003,12,17,3,13454,12/17/2003
2003,12,18,4,13865,12/18/2003
2003,12,19,5,13693,12/19/2003
2003,12,20,6,8953,12/20/2003
2003,12,21,7,7657,12/21/2003
2003,12,22,1,13249,12/22/2003
2003,12,23,2,12939,12/23/2003
2003,12,24,3,9272,12/24/2003
2003,12,25,4,6744,12/25/2003
2003,12,26,5,10431,12/26/2003
2003,12,27,6,8785,12/27/2003
2003,12,28,7,7763,12/28/2003
2003,12,29,1,13125,12/29/2003
2003,12,30,2,14700,12/30/2003
2003,12,31,3,12540,12/31/2003
2004,1,1,4,8205,1/1/2004
2004,1,2,5,10586,1/2/2004
2004,1,3,6,8337,1/3/2004
2004,1,4,7,7359,1/4/2004
2004,1,5,1,11489,1/5/2004
