year,month,date_of_month,day_of_week,births,date
2008,11,1,6,8395,11/1/2008
2008,11,2,7,7807,11/2/2008
2008,11,3,1,12887,11/3/2008
2008,11,4,2,13244,11/4/2008
2008,11,5,3,13041,11/5/2008
2008,11,6,4,13153,11/6/2008
2008,11,7,5,13203,11/7/2008
2008,11,8,6,8538,11/8/2008
2008,11,9,7,7305,11/9/2008
2008,11,10,1,12333,11/10/2008
2008,11,11,2,13323,11/11/2008
2008,11,12,3,12852,11/12/2008
2008,11,13,4,12541,11/13/2008
2008,11,14,5,12824,11/14/2008
2008,11,15,6,8377,11/15/2008
2008,11,16,7,7225,11/16/2008
2008,11,17,1,12251,11/17/2008
2008,11,18,2,13202,11/18/2008
2008,11,19,3,12874,11/19/2008
2008,11,20,4,13436,11/20/2008
2008,11,21,5,13189,11/21/2008
2008,11,22,6,8449,11/22/2008
2008,11,23,7,7301,11/23/2008
2008,11,24,1,13493,11/24/2008
2008,11,25,2,13929,11/25/2008
2008,11,26,3,12242,11/26/2008
2008,11,27,4,7126,11/27/2008
2008,11,28,5,9247,11/28/2008
2008,11,29,6,7803,11/29/2008
2008,11,30,7,7315,11/30/2008
2008,12,1,1,13029,12/1/2008
2008,12,2,2,14138,12/2/2008
2008,12,3,3,13317,12/3/2008
2008,12,4,4,13250,12/4/2008
2008,12,5,5,12734,12/5/2008
2008,12,6,6,8422,12/6/2008
2008,12,7,7,7282,12/7/2008
2008,12,8,1,12322,12/8/2008
2008,12,9,2,13112,12/9/2008
2008,12,10,3,13113,12/10/2008
2008,12,11,4,12851,12/11/2008
2008,12,12,5,12903,12/12/2008
2008,12,13,6,8436,12/13/2008
2008,12,14,7,7380,12/14/2008
2008,12,15,1,12377,12/15/2008
2008,12,16,2,13900,12/16/2008
2008,12,17,3,13814,12/17/2008
2008,12,18,4,14324,12/18/2008
2008,12,19,5,14007,12/19/2008
2008,12,20,6,8665,12/20/2008
2008,12,21,7,7635,12/21/2008
2008,12,22,1,13831,12/22/2008
2008,12,23,2,13374,12/23/2008
2008,12,24,3,9235,12/24/2008
2008,12,25,4,6471,12/25/2008
2008,12,26,5,10890,12/26/2008
2008,12,27,6,8728,12/27/2008
2008,12,28,7,7677,12/28/2008
2008,12,29,1,13951,12/29/2008
2008,12,30,2,15645,12/30/2008
2008,12,31,3,12906,12/31/2008
2009,1,1,4,8145,1/1/2009
2009,1,2,5,10995,1/2/2009
2009,1,3,6,8338,1/3/2009
2009,1,4,7,7283,1/4/2009
2009,1,5,1,12125,1/5/2009
2009,1,6,2,13222,1/6/2009
2009,1,7,3,13119,1/7/2009
2009,1,8,4,13019,1/8/2009
2009,1,9,5,12647,1/9/2009
2009,1,10,6,8233,1/10/2009
2009,1,11,7,7122,1/11/2009
2009,1,12,1,12178,1/12/2009
2009,1,13,2,12597,1/13/2009
2009,1,14,3,13013,1/14/2009
2009,1,15,4,12800,1/15/2009
2009,1,16,5,12542,1/16/2009
2009,1,17,6,8175,1/17/2009
2009,1,18,7,7151,1/18/2009
2009,1,19,1,11353,1/19/2009
2009,1,20,2,12935,1/20/2009
2009,1,21,3,12822,1/21/2009
2009,1,22,4,13125,1/22/2009
2009,1,23,5,12995,1/23/2009
2009,1,24,6,8357,1/24/2009
2009,1,25,7,7261,1/25/2009
2009,1,26,1,12156,1/26/2009
2009,1,27,2,13107,1/27/2009
2009,1,28,3,12703,1/28/2009
2009,1,29,4,12729,1/29/2009
2009,1,30,5,12527,1/30/2009
2009,1,31,6,8201,1/31/2009
2009,2,1,7,7255,2/1/2009
2009,2,2,1,12525,2/2/2009
2009,2,3,2,13330,2/3/2009
2009,2,4,3,12894,2/4/2009
2009,2,5,4,12817,2/5/2009
2009,2,6,5,12517,2/6/2009
2009,2,7,6,8451,2/7/2009
2009,2,8,7,7462,2/8/2009
2009,2,9,1,12484,2/9/2009
2009,2,10,2,13612,2/10/2009
2009,2,11,3,13219,2/11/2009
2009,2,12,4,13635,2/12/2009
2009,2,13,5,11832,2/13/2009
2009,2,14,6,8550,2/14/2009
2009,2,15,7,7434,2/15/2009
2009,2,16,1,11731,2/16/2009
2009,2,17,2,13151,2/17/2009
2009,2,18,3,13324,2/18/2009
2009,2,19,4,13171,2/19/2009
2009,2,20,5,12995,2/20/2009
2009,2,21,6,8628,2/21/2009
2009,2,22,7,7286,2/22/2009
2009,2,23,1,12363,2/23/2009
2009,2,24,2,13110,2/24/2009
2009,2,25,3,13084,2/25/2009
2009,2,26,4,13134,2/26/2009
2009,2,27,5,12732,2/27/2009
2009,2,28,6,8396,2/28/2009
2009,3,1,7,7342,3/1/2009
2009,3,2,1,12276,3/2/2009
2009,3,3,2,13265,3/3/2009
2009,3,4,3,12903,3/4/2009
2009,3,5,4,13176,3/5/2009
2009,3,6,5,13081,3/6/2009
2009,3,7,6,8556,3/7/2009
2009,3,8,7,7314,3/8/2009
2009,3,9,1,12400,3/9/2009
2009,3,10,2,13568,3/10/2009
2009,3,11,3,12999,3/11/2009
2009,3,12,4,13134,3/12/2009
2009,3,13,5,12087,3/13/2009
2009,3,14,6,8396,3/14/2009
2009,3,15,7,7130,3/15/2009
2009,3,16,1,12264,3/16/2009
2009,3,17,2,13542,3/17/2009
2009,3,18,3,12987,3/18/2009
2009,3,19,4,12706,3/19/2009
2009,3,20,5,12927,3/20/2009
2009,3,21,6,8286,3/21/2009
2009,3,22,7,7168,3/22/2009
2009,3,23,1,12056,3/23/2009
2009,3,24,2,13309,3/24/2009
2009,3,25,3,13027,3/25/2009
2009,3,26,4,12785,3/26/2009
2009,3,27,5,12692,3/27/2009
2009,3,28,6,8381,3/28/2009
2009,3,29,7,7348,3/29/2009
2009,3,30,1,12330,3/30/2009
2009,3,31,2,13136,3/31/2009
2009,4,1,3,12247,4/1/2009
2009,4,2,4,13233,4/2/2009
2009,4,3,5,13078,4/3/2009
2009,4,4,6,8389,4/4/2009
2009,4,5,7,7238,4/5/2009
2009,4,6,1,12200,4/6/2009
2009,4,7,2,13589,4/7/2009
2009,4,8,3,13177,4/8/2009
2009,4,9,4,13278,4/9/2009
2009,4,10,5,12007,4/10/2009
2009,4,11,6,7906,4/11/2009
2009,4,12,7,6864,4/12/2009
2009,4,13,1,11617,4/13/2009
2009,4,14,2,13415,4/14/2009
2009,4,15,3,12804,4/15/2009
2009,4,16,4,13095,4/16/2009
2009,4,17,5,12481,4/17/2009
2009,4,18,6,8364,4/18/2009
2009,4,19,7,7309,4/19/2009
2009,4,20,1,12252,4/20/2009
2009,4,21,2,13273,4/21/2009
2009,4,22,3,12958,4/22/2009
2009,4,23,4,12872,4/23/2009
2009,4,24,5,12231,4/24/2009
2009,4,25,6,8191,4/25/2009
2009,4,26,7,7198,4/26/2009
2009,4,27,1,12199,4/27/2009
2009,4,28,2,13243,4/28/2009
2009,4,29,3,12701,4/29/2009
2009,4,30,4,12413,4/30/2009
2009,5,1,5,12930,5/1/2009
2009,5,2,6,8169,5/2/2009
2009,5,3,7,7220,5/3/2009
2009,5,4,1,12126,5/4/2009
2009,5,5,2,13358,5/5/2009
2009,5,6,3,12686,5/6/2009
2009,5,7,4,13088,5/7/2009
2009,5,8,5,12738,5/8/2009
2009,5,9,6,8180,5/9/2009
2009,5,10,7,7339,5/10/2009
2009,5,11,1,12410,5/11/2009
2009,5,12,2,13415,5/12/2009
2009,5,13,3,12920,5/13/2009
2009,5,14,4,13033,5/14/2009
2009,5,15,5,12874,5/15/2009
2009,5,16,6,8327,5/16/2009
2009,5,17,7,7256,5/17/2009
2009,5,18,1,12467,5/18/2009
2009,5,19,2,13543,5/19/2009
2009,5,20,3,13694,5/20/2009
2009,5,21,4,13569,5/21/2009
2009,5,22,5,13314,5/22/2009
2009,5,23,6,8618,5/23/2009
2009,5,24,7,7481,5/24/2009
2009,5,25,1,8058,5/25/2009
2009,5,26,2,13239,5/26/2009
2009,5,27,3,14350,5/27/2009
2009,5,28,4,14057,5/28/2009
2009,5,29,5,13290,5/29/2009
2009,5,30,6,8602,5/30/2009
2009,5,31,7,7480,5/31/2009
2009,6,1,1,12541,6/1/2009
2009,6,2,2,13408,6/2/2009
2009,6,3,3,13080,6/3/2009
2009,6,4,4,13036,6/4/2009
2009,6,5,5,12648,6/5/2009
2009,6,6,6,8428,6/6/2009
2009,6,7,7,7221,6/7/2009
2009,6,8,1,12472,6/8/2009
2009,6,9,2,13368,6/9/2009
2009,6,10,3,13248,6/10/2009
2009,6,11,4,13079,6/11/2009
2009,6,12,5,12780,6/12/2009
2009,6,13,6,8376,6/13/2009
2009,6,14,7,7380,6/14/2009
2009,6,15,1,12465,6/15/2009
2009,6,16,2,13542,6/16/2009
2009,6,17,3,13440,6/17/2009
2009,6,18,4,13611,6/18/2009
2009,6,19,5,12846,6/19/2009
2009,6,20,6,8603,6/20/2009
2009,6,21,7,7559,6/21/2009
2009,6,22,1,12396,6/22/2009
2009,6,23,2,13700,6/23/2009
2009,6,24,3,13268,6/24/2009
2009,6,25,4,13362,6/25/2009
2009,6,26,5,12981,6/26/2009
2009,6,27,6,8474,6/27/2009
2009,6,28,7,7471,6/28/2009
2009,6,29,1,12776,6/29/2009
2009,6,30,2,14061,6/30/2009
2009,7,1,3,14311,7/1/2009
2009,7,2,4,13931,7/2/2009
2009,7,3,5,10630,7/3/2009
2009,7,4,6,7978,7/4/2009
2009,7,5,7,7333,7/5/2009
2009,7,6,1,12415,7/6/2009
2009,7,7,2,14208,7/7/2009
2009,7,8,3,14252,7/8/2009
2009,7,9,4,13566,7/9/2009
2009,7,10,5,13276,7/10/2009
2009,7,11,6,8769,7/11/2009
2009,7,12,7,7627,7/12/2009
2009,7,13,1,12570,7/13/2009
2009,7,14,2,14086,7/14/2009
2009,7,15,3,13939,7/15/2009
2009,7,16,4,14012,7/16/2009
2009,7,17,5,13258,7/17/2009
2009,7,18,6,8626,7/18/2009
2009,7,19,7,7536,7/19/2009
2009,7,20,1,12612,7/20/2009
2009,7,21,2,13974,7/21/2009
2009,7,22,3,13657,7/22/2009
2009,7,23,4,13880,7/23/2009
2009,7,24,5,13132,7/24/2009
2009,7,25,6,8887,7/25/2009
2009,7,26,7,7716,7/26/2009
2009,7,27,1,12684,7/27/2009
2009,7,28,2,14163,7/28/2009
2009,7,29,3,13619,7/29/2009
2009,7,30,4,13537,7/30/2009
2009,7,31,5,13307,7/31/2009
2009,8,1,6,8684,8/1/2009
2009,8,2,7,7492,8/2/2009
2009,8,3,1,12642,8/3/2009
2009,8,4,2,13937,8/4/2009
2009,8,5,3,13510,8/5/2009
2009,8,6,4,13377,8/6/2009
2009,8,7,5,13122,8/7/2009
2009,8,8,6,8830,8/8/2009
2009,8,9,7,7683,8/9/2009
2009,8,10,1,12759,8/10/2009
2009,8,11,2,14021,8/11/2009
2009,8,12,3,13764,8/12/2009
2009,8,13,4,13391,8/13/2009
2009,8,14,5,13398,8/14/2009
2009,8,15,6,8566,8/15/2009
2009,8,16,7,7750,8/16/2009
2009,8,17,1,13104,8/17/2009
2009,8,18,2,14226,8/18/2009
2009,8,19,3,13634,8/19/2009
2009,8,20,4,13994,8/20/2009
2009,8,21,5,13291,8/21/2009
2009,8,22,6,8952,8/22/2009
2009,8,23,7,7650,8/23/2009
2009,8,24,1,12664,8/24/2009
2009,8,25,2,13928,8/25/2009
2009,8,26,3,13770,8/26/2009
2009,8,27,4,13861,8/27/2009
2009,8,28,5,13530,8/28/2009
2009,8,29,6,8805,8/29/2009
2009,8,30,7,7702,8/30/2009
2009,8,31,1,12758,8/31/2009
2009,9,1,2,14107,9/1/2009
2009,9,2,3,13659,9/2/2009
2009,9,3,4,13900,9/3/2009
2009,9,4,5,13622,9/4/2009
2009,9,5,6,8959,9/5/2009
2009,9,6,7,7587,9/6/2009
2009,9,7,1,7947,9/7/2009
2009,9,8,2,13555,9/8/2009
2009,9,9,3,16081,9/9/2009
2009,9,10,4,14887,9/10/2009
2009,9,11,5,13032,9/11/2009
2009,9,12,6,9264,9/12/2009
2009,9,13,7,7871,9/13/2009
2009,9,14,1,13393,9/14/2009
2009,9,15,2,14558,9/15/2009
2009,9,16,3,14130,9/16/2009
2009,9,17,4,14095,9/17/2009
2009,9,18,5,13951,9/18/2009
2009,9,19,6,9032,9/19/2009
2009,9,20,7,8014,9/20/2009
2009,9,21,1,13415,9/21/2009
2009,9,22,2,14318,9/22/2009
2009,9,23,3,13973,9/23/2009
2009,9,24,4,14048,9/24/2009
2009,9,25,5,13449,9/25/2009
2009,9,26,6,9013,9/26/2009
2009,9,27,7,7817,9/27/2009
2009,9,28,1,12723,9/28/2009
2009,9,29,2,13829,9/29/2009
2009,9,30,3,13465,9/30/2009
2009,10,1,4,13628,10/1/2009
2009,10,2,5,13264,10/2/2009
2009,10,3,6,8548,10/3/2009
2009,10,4,7,7443,10/4/2009
2009,10,5,1,12559,10/5/2009
2009,10,6,2,13674,10/6/2009
2009,10,7,3,13078,10/7/2009
2009,10,8,4,13174,10/8/2009
2009,10,9,5,12706,10/9/2009
2009,10,10,6,8577,10/10/2009
2009,10,11,7,7268,10/11/2009
2009,10,12,1,12105,10/12/2009
2009,10,13,2,12941,10/13/2009
2009,10,14,3,12882,10/14/2009
2009,10,15,4,13115,10/15/2009
2009,10,16,5,12605,10/16/2009
2009,10,17,6,8155,10/17/2009
2009,10,18,7,7356,10/18/2009
2009,10,19,1,12056,10/19/2009
2009,10,20,2,13142,10/20/2009
2009,10,21,3,12924,10/21/2009
2009,10,22,4,12935,10/22/2009
2009,10,23,5,12621,10/23/2009
2009,10,24,6,8353,10/24/2009
2009,10,25,7,7120,10/25/2009
2009,10,26,1,12238,10/26/2009
2009,10,27,2,13230,10/27/2009
2009,10,28,3,13043,10/28/2009
2009,10,29,4,12683,10/29/2009
2009,10,30,5,11978,10/30/2009
2009,10,31,6,7658,10/31/2009
2009,11,1,7,7519,11/1/2009
2009,11,2,1,12212,11/2/2009
2009,11,3,2,13205,11/3/2009
2009,11,4,3,12743,11/4/2009
2009,11,5,4,12805,11/5/2009
2009,11,6,5,12314,11/6/2009
2009,11,7,6,8044,11/7/2009
2009,11,8,7,7260,11/8/2009
2009,11,9,1,11874,11/9/2009
2009,11,10,2,13287,11/10/2009
2009,11,11,3,12889,11/11/2009
2009,11,12,4,12751,11/12/2009
2009,11,13,5,11739,11/13/2009
2009,11,14,6,8281,11/14/2009
2009,11,15,7,7232,11/15/2009
2009,11,16,1,11940,11/16/2009
2009,11,17,2,12950,11/17/2009
2009,11,18,3,12866,11/18/2009
2009,11,19,4,12822,11/19/2009
2009,11,20,5,13002,11/20/2009
2009,11,21,6,8335,11/21/2009
2009,11,22,7,7230,11/22/2009
2009,11,23,1,13125,11/23/2009
2009,11,24,2,13907,11/24/2009
2009,11,25,3,11986,11/25/2009
2009,11,26,4,6864,11/26/2009
2009,11,27,5,8750,11/27/2009
2009,11,28,6,7604,11/28/2009
2009,11,29,7,7169,11/29/2009
2009,11,30,1,12542,11/30/2009
2009,12,1,2,13900,12/1/2009
2009,12,2,3,13267,12/2/2009
2009,12,3,4,12952,12/3/2009
2009,12,4,5,12131,12/4/2009
2009,12,5,6,7855,12/5/2009
2009,12,6,7,7103,12/6/2009
2009,12,7,1,11732,12/7/2009
2009,12,8,2,12823,12/8/2009
2009,12,9,3,12497,12/9/2009
2009,12,10,4,12299,12/10/2009
2009,12,11,5,11834,12/11/2009
2009,12,12,6,8082,12/12/2009
2009,12,13,7,7027,12/13/2009
2009,12,14,1,12254,12/14/2009
2009,12,15,2,13347,12/15/2009
2009,12,16,3,12961,12/16/2009
2009,12,17,4,13425,12/17/2009
2009,12,18,5,13478,12/18/2009
2009,12,19,6,8436,12/19/2009
2009,12,20,7,7225,12/20/2009
2009,12,21,1,13512,12/21/2009
2009,12,22,2,14102,12/22/2009
2009,12,23,3,11819,12/23/2009
2009,12,24,4,8441,12/24/2009
2009,12,25,5,6160,12/25/2009
2009,12,26,6,7172,12/26/2009
2009,12,27,7,7480,12/27/2009
2009,12,28,1,13354,12/28/2009
2009,12,29,2,14600,12/29/2009
2009,12,30,3,13829,12/30/2009
2009,12,31,4,11667,12/31/2009
2010,1,1,5,7871,1/1/2010
2010,1,2,6,6990,1/2/2010
2010,1,3,7,6988,1/3/2010
2010,1,4,1,11844,1/4/2010
2010,1,5,2,12995,1/5/2010
2010,1,6,3,12520,1/6/2010
2010,1,7,4,12541,1/7/2010
2010,1,8,5,12183,1/8/2010
2010,1,9,6,7809,1/9/2010
2010,1,10,7,6963,1/10/2010
2010,1,11,1,11892,1/11/2010
2010,1,12,2,12921,1/12/2010
2010,1,13,3,12307,1/13/2010
2010,1,14,4,12543,1/14/2010
2010,1,15,5,12278,1/15/2010
2010,1,16,6,8032,1/16/2010
2010,1,17,7,7131,1/17/2010
2010,1,18,1,11220,1/18/2010
2010,1,19,2,12510,1/19/2010
2010,1,20,3,12514,1/20/2010
2010,1,21,4,12762,1/21/2010
2010,1,22,5,12364,1/22/2010
2010,1,23,6,7996,1/23/2010
2010,1,24,7,7014,1/24/2010
2010,1,25,1,11623,1/25/2010
2010,1,26,2,12821,1/26/2010
2010,1,27,3,12441,1/27/2010
2010,1,28,4,12342,1/28/2010
2010,1,29,5,11838,1/29/2010
2010,1,30,6,8035,1/30/2010
2010,1,31,7,6832,1/31/2010
2010,2,1,1,11445,2/1/2010
2010,2,2,2,12831,2/2/2010
2010,2,3,3,12453,2/3/2010
2010,2,4,4,12369,2/4/2010
2010,2,5,5,12362,2/5/2010
2010,2,6,6,7948,2/6/2010
2010,2,7,7,6893,2/7/2010
2010,2,8,1,11912,2/8/2010
2010,2,9,2,12747,2/9/2010
2010,2,10,3,12535,2/10/2010
2010,2,11,4,12389,2/11/2010
2010,2,12,5,12281,2/12/2010
2010,2,13,6,7947,2/13/2010
2010,2,14,7,7167,2/14/2010
2010,2,15,1,11156,2/15/2010
2010,2,16,2,12363,2/16/2010
2010,2,17,3,12734,2/17/2010
2010,2,18,4,12764,2/18/2010
2010,2,19,5,12401,2/19/2010
2010,2,20,6,8201,2/20/2010
2010,2,21,7,7211,2/21/2010
2010,2,22,1,11996,2/22/2010
2010,2,23,2,12628,2/23/2010
2010,2,24,3,12438,2/24/2010
2010,2,25,4,12449,2/25/2010
2010,2,26,5,12046,2/26/2010
2010,2,27,6,7832,2/27/2010
2010,2,28,7,6895,2/28/2010
2010,3,1,1,11984,3/1/2010
2010,3,2,2,12868,3/2/2010
2010,3,3,3,12525,3/3/2010
2010,3,4,4,12549,3/4/2010
2010,3,5,5,12272,3/5/2010
2010,3,6,6,7832,3/6/2010
2010,3,7,7,6887,3/7/2010
2010,3,8,1,11514,3/8/2010
2010,3,9,2,12839,3/9/2010
2010,3,10,3,12740,3/10/2010
2010,3,11,4,12481,3/11/2010
2010,3,12,5,12347,3/12/2010
2010,3,13,6,7893,3/13/2010
2010,3,14,7,6808,3/14/2010
2010,3,15,1,11548,3/15/2010
2010,3,16,2,12700,3/16/2010
2010,3,17,3,12781,3/17/2010
2010,3,18,4,12054,3/18/2010
2010,3,19,5,12119,3/19/2010
2010,3,20,6,8005,3/20/2010
2010,3,21,7,6992,3/21/2010
2010,3,22,1,11657,3/22/2010
2010,3,23,2,12752,3/23/2010
2010,3,24,3,12473,3/24/2010
2010,3,25,4,12591,3/25/2010
2010,3,26,5,12088,3/26/2010
2010,3,27,6,7995,3/27/2010
2010,3,28,7,6922,3/28/2010
2010,3,29,1,11745,3/29/2010
2010,3,30,2,12868,3/30/2010
2010,3,31,3,12619,3/31/2010
2010,4,1,4,11994,4/1/2010
2010,4,2,5,11666,4/2/2010
2010,4,3,6,7854,4/3/2010
2010,4,4,7,6721,4/4/2010
2010,4,5,1,11571,4/5/2010
2010,4,6,2,12888,4/6/2010
2010,4,7,3,12228,4/7/2010
2010,4,8,4,12312,4/8/2010
2010,4,9,5,11988,4/9/2010
2010,4,10,6,7844,4/10/2010
2010,4,11,7,6907,4/11/2010
2010,4,12,1,11964,4/12/2010
2010,4,13,2,12549,4/13/2010
2010,4,14,3,12708,4/14/2010
2010,4,15,4,12614,4/15/2010
2010,4,16,5,12136,4/16/2010
2010,4,17,6,7878,4/17/2010
2010,4,18,7,6978,4/18/2010
2010,4,19,1,11845,4/19/2010
2010,4,20,2,13010,4/20/2010
2010,4,21,3,12594,4/21/2010
2010,4,22,4,12485,4/22/2010
2010,4,23,5,12095,4/23/2010
2010,4,24,6,7964,4/24/2010
2010,4,25,7,6965,4/25/2010
2010,4,26,1,12034,4/26/2010
2010,4,27,2,12619,4/27/2010
2010,4,28,3,12500,4/28/2010
2010,4,29,4,12374,4/29/2010
2010,4,30,5,11852,4/30/2010
2010,5,1,6,7911,5/1/2010
2010,5,2,7,6922,5/2/2010
2010,5,3,1,11995,5/3/2010
2010,5,4,2,12770,5/4/2010
2010,5,5,3,12801,5/5/2010
2010,5,6,4,12410,5/6/2010
2010,5,7,5,11914,5/7/2010
2010,5,8,6,7877,5/8/2010
2010,5,9,7,6823,5/9/2010
2010,5,10,1,12286,5/10/2010
2010,5,11,2,12845,5/11/2010
2010,5,12,3,12637,5/12/2010
2010,5,13,4,12246,5/13/2010
2010,5,14,5,12337,5/14/2010
2010,5,15,6,7963,5/15/2010
2010,5,16,7,7022,5/16/2010
2010,5,17,1,11953,5/17/2010
2010,5,18,2,12854,5/18/2010
2010,5,19,3,12411,5/19/2010
2010,5,20,4,12559,5/20/2010
2010,5,21,5,12302,5/21/2010
2010,5,22,6,8093,5/22/2010
2010,5,23,7,7094,5/23/2010
2010,5,24,1,11893,5/24/2010
2010,5,25,2,13421,5/25/2010
2010,5,26,3,12972,5/26/2010
2010,5,27,4,13115,5/27/2010
2010,5,28,5,12519,5/28/2010
2010,5,29,6,8159,5/29/2010
2010,5,30,7,7111,5/30/2010
2010,5,31,1,7436,5/31/2010
2010,6,1,2,12591,6/1/2010
2010,6,2,3,13812,6/2/2010
2010,6,3,4,13150,6/3/2010
2010,6,4,5,12640,6/4/2010
2010,6,5,6,8260,6/5/2010
2010,6,6,7,7374,6/6/2010
2010,6,7,1,11924,6/7/2010
2010,6,8,2,12874,6/8/2010
2010,6,9,3,12419,6/9/2010
2010,6,10,4,12824,6/10/2010
2010,6,11,5,11965,6/11/2010
2010,6,12,6,8011,6/12/2010
2010,6,13,7,6963,6/13/2010
2010,6,14,1,11929,6/14/2010
2010,6,15,2,12805,6/15/2010
2010,6,16,3,12654,6/16/2010
2010,6,17,4,12836,6/17/2010
2010,6,18,5,12331,6/18/2010
2010,6,19,6,8085,6/19/2010
2010,6,20,7,7164,6/20/2010
2010,6,21,1,11922,6/21/2010
2010,6,22,2,12838,6/22/2010
2010,6,23,3,12878,6/23/2010
2010,6,24,4,12671,6/24/2010
2010,6,25,5,12552,6/25/2010
2010,6,26,6,8294,6/26/2010
2010,6,27,7,7234,6/27/2010
2010,6,28,1,12157,6/28/2010
2010,6,29,2,13042,6/29/2010
2010,6,30,3,12767,6/30/2010
2010,7,1,4,13181,7/1/2010
2010,7,2,5,12486,7/2/2010
2010,7,3,6,7932,7/3/2010
2010,7,4,7,7279,7/4/2010
2010,7,5,1,8444,7/5/2010
2010,7,6,2,12772,7/6/2010
2010,7,7,3,13940,7/7/2010
2010,7,8,4,13421,7/8/2010
2010,7,9,5,12843,7/9/2010
2010,7,10,6,8485,7/10/2010
2010,7,11,7,7382,7/11/2010
2010,7,12,1,12408,7/12/2010
2010,7,13,2,12697,7/13/2010
2010,7,14,3,13031,7/14/2010
2010,7,15,4,13118,7/15/2010
2010,7,16,5,12888,7/16/2010
2010,7,17,6,8370,7/17/2010
2010,7,18,7,7352,7/18/2010
2010,7,19,1,11865,7/19/2010
2010,7,20,2,13291,7/20/2010
2010,7,21,3,13158,7/21/2010
2010,7,22,4,12939,7/22/2010
2010,7,23,5,12542,7/23/2010
2010,7,24,6,8396,7/24/2010
2010,7,25,7,7392,7/25/2010
2010,7,26,1,12262,7/26/2010
2010,7,27,2,13264,7/27/2010
2010,7,28,3,12877,7/28/2010
2010,7,29,4,12952,7/29/2010
2010,7,30,5,12320,7/30/2010
2010,7,31,6,8361,7/31/2010
2010,8,1,7,7370,8/1/2010
2010,8,2,1,12092,8/2/2010
2010,8,3,2,13136,8/3/2010
2010,8,4,3,12911,8/4/2010
2010,8,5,4,12929,8/5/2010
2010,8,6,5,12556,8/6/2010
2010,8,7,6,8516,8/7/2010
2010,8,8,7,7361,8/8/2010
2010,8,9,1,12923,8/9/2010
2010,8,10,2,13514,8/10/2010
2010,8,11,3,13084,8/11/2010
2010,8,12,4,13365,8/12/2010
2010,8,13,5,12092,8/13/2010
2010,8,14,6,8445,8/14/2010
2010,8,15,7,7352,8/15/2010
2010,8,16,1,12409,8/16/2010
2010,8,17,2,13286,8/17/2010
2010,8,18,3,13102,8/18/2010
2010,8,19,4,12964,8/19/2010
2010,8,20,5,12910,8/20/2010
2010,8,21,6,8404,8/21/2010
2010,8,22,7,7461,8/22/2010
2010,8,23,1,12195,8/23/2010
2010,8,24,2,13226,8/24/2010
2010,8,25,3,13328,8/25/2010
2010,8,26,4,13008,8/26/2010
2010,8,27,5,12966,8/27/2010
2010,8,28,6,8553,8/28/2010
2010,8,29,7,7496,8/29/2010
2010,8,30,1,12246,8/30/2010
2010,8,31,2,13527,8/31/2010
2010,9,1,3,13409,9/1/2010
2010,9,2,4,13420,9/2/2010
2010,9,3,5,13047,9/3/2010
2010,9,4,6,8414,9/4/2010
2010,9,5,7,7586,9/5/2010
2010,9,6,1,7815,9/6/2010
2010,9,7,2,13033,9/7/2010
2010,9,8,3,14239,9/8/2010
2010,9,9,4,14135,9/9/2010
2010,9,10,5,13641,9/10/2010
2010,9,11,6,8775,9/11/2010
2010,9,12,7,7749,9/12/2010
2010,9,13,1,12559,9/13/2010
2010,9,14,2,13949,9/14/2010
2010,9,15,3,13893,9/15/2010
2010,9,16,4,13964,9/16/2010
2010,9,17,5,13605,9/17/2010
2010,9,18,6,8979,9/18/2010
2010,9,19,7,7899,9/19/2010
2010,9,20,1,12992,9/20/2010
2010,9,21,2,13919,9/21/2010
2010,9,22,3,13640,9/22/2010
2010,9,23,4,13717,9/23/2010
2010,9,24,5,13280,9/24/2010
2010,9,25,6,8780,9/25/2010
2010,9,26,7,7543,9/26/2010
2010,9,27,1,12652,9/27/2010
2010,9,28,2,13208,9/28/2010
2010,9,29,3,13080,9/29/2010
2010,9,30,4,12965,9/30/2010
2010,10,1,5,13141,10/1/2010
2010,10,2,6,8412,10/2/2010
2010,10,3,7,7380,10/3/2010
2010,10,4,1,12326,10/4/2010
2010,10,5,2,13146,10/5/2010
2010,10,6,3,12691,10/6/2010
2010,10,7,4,12889,10/7/2010
2010,10,8,5,12536,10/8/2010
2010,10,9,6,8194,10/9/2010
2010,10,10,7,8490,10/10/2010
2010,10,11,1,12134,10/11/2010
2010,10,12,2,12913,10/12/2010
2010,10,13,3,12358,10/13/2010
2010,10,14,4,12668,10/14/2010
2010,10,15,5,12507,10/15/2010
2010,10,16,6,8081,10/16/2010
2010,10,17,7,7181,10/17/2010
2010,10,18,1,11888,10/18/2010
2010,10,19,2,12693,10/19/2010
2010,10,20,3,12838,10/20/2010
2010,10,21,4,12747,10/21/2010
2010,10,22,5,12235,10/22/2010
2010,10,23,6,8033,10/23/2010
2010,10,24,7,7242,10/24/2010
2010,10,25,1,12190,10/25/2010
2010,10,26,2,13176,10/26/2010
2010,10,27,3,12700,10/27/2010
2010,10,28,4,12408,10/28/2010
2010,10,29,5,11679,10/29/2010
2010,10,30,6,7996,10/30/2010
2010,10,31,7,6895,10/31/2010
2010,11,1,1,12044,11/1/2010
2010,11,2,2,13035,11/2/2010
2010,11,3,3,12608,11/3/2010
2010,11,4,4,12821,11/4/2010
2010,11,5,5,12495,11/5/2010
